id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
RNF113A,0.50328,0.0059813,,0.01594,,,,,0.42859,0.0080493,,0.0002339,,,,0.13795,,0.011782,0.0033265,0.010129
EXOSC5,0.91192,,,0.99143,,,,,0.98747,,,3.0163e-06,,,,,,0.93526,,0.00053605
VPS25,0.021294,3.1332e-06,,0.88206,,,,,0.26984,3.1332e-06,,0.015145,,,,0.10693,,0.086707,0.78596,0.00023919
CDK1,0.29023,3.1332e-06,0.71984,0.44585,0.301,0.10335,0.044555,0.012205,0.31919,3.1332e-06,0.89279,5.5664e-05,0.018022,0.98806,0.00014393,0.01958,0.06549,0.060843,0.14114,0.00020443
SLC25A28,0.051184,,,0.39278,,,,,0.89886,,,0.00015822,,,,,,0.57869,,0.00033906
DGCR8,0.98792,,,0.11666,,,,,0.94467,,,0.00014834,,,,,,0.68704,,0.0024027
GTF3C5,0.72535,,,0.91214,,,,,0.82223,,,0.0014366,,,,,,0.99485,,0.0029351
RPN1,0.63446,,,0.32717,,,,,0.60574,,,8.2261e-07,,,,,,0.42487,,6.4833e-05
ERCC6L,0.56342,,,0.58421,0.83827,,0.72862,0.60728,0.90394,,0.85788,0.062436,0.74934,0.73995,0.3083,,0.27899,1.0,,3.7796e-05
HAUS3,,,,0.46843,,,,,0.9993,,,0.013803,,,,,,0.98613,,0.044577
UQCRH,0.36744,,,0.049607,,,,,0.89959,,,0.00026187,,,,,,0.015668,,0.0015325
TUBG1,0.38536,,,0.674,,,,,0.98412,,,0.02285,,,,,,0.10332,,7.2006e-05
CDC123,0.60307,,,0.41264,,,,,0.99959,,,1.371e-06,,,,,,0.20549,,5.3522e-05
SCAP,0.80626,,,0.94758,,,,,0.99951,,,0.0043398,,,,,,0.33128,,8.2766e-07
QARS1,0.63339,3.4465e-05,,0.30833,,,,,0.95203,0.00076137,,7.5406e-05,,,,0.39918,,0.65257,0.982,0.0058308
VPS29,0.13638,,,0.5874,,,,,0.99605,,,0.00023664,,,,,,0.89408,,0.0011794
KRR1,0.45774,,,0.37976,,,,,0.93148,,,8.4729e-05,,,,,,0.62775,,0.00024085
HDAC3,0.93344,,0.44625,0.52976,,0.29529,,,0.88078,,,9.4052e-05,,,,,,,,0.00024361
MDN1,0.36052,,,0.52051,,,,,0.98981,,,0.0044451,,,,,,0.27892,,8.58e-05
PCBP1,0.9036,,,0.35874,,,,,1.0,,,0.00029367,,,,,,0.85556,,0.00044169
NUF2,0.43909,,,0.27072,,,,,0.57187,,,7.2664e-05,,,,,,0.72531,,0.00050515
GEMIN5,0.23271,0.0063322,,0.98608,,,,,0.31464,0.0090268,,6.8551e-06,,,,0.43625,,0.33491,0.45648,1.4622e-05
TEDC1,0.90668,,,0.96384,,,,,0.84539,,,0.16008,,,,,,0.10069,,0.0047405
ILF3,0.95828,,,0.61268,,,,,0.73564,,,0.00047575,,,,,,0.21438,,0.025694
SF3A1,0.40246,,,0.85078,,,,,0.9507,,,5.0728e-05,,,,,,0.40631,,0.031296
NSMCE1,0.022763,0.13181,,0.013129,0.11863,,0.041984,0.087597,0.89548,0.20137,0.90186,0.0017694,0.0028142,0.27887,0.13076,0.0014256,0.010825,0.64771,0.59221,0.0012357
SYNCRIP,0.50232,,,0.43054,,,,,0.83154,,,0.64145,,,,,,0.00028769,,0.028593
EIF2B1,0.44761,,,0.53116,,,,,0.94063,,,0.00013189,,,,,,0.98584,,1.6553e-06
SPC25,0.81309,0.017418,,0.97026,,,,,0.95155,0.036938,,2.6598e-05,,,,0.3521,,0.16095,0.79624,0.0049861
ANAPC1,0.52915,,,0.17372,,,,,0.99897,,,0.0008547,,,,,,0.26456,,0.0011855
MRPS11,0.22924,,,0.99698,,,,,0.94662,,,0.68386,,,,,,0.18188,,0.21014
XPOT,0.9147,,,0.86254,,,,,0.68281,,,0.00097151,,,,,,0.77377,,0.00079262
SRP19,0.19955,,,0.57505,,,,,0.99311,,,0.00010392,,,,,,0.77311,,0.00032086
HYPK,0.16291,,,0.89669,,,,,0.99584,,,8.7471e-05,,,,,,0.10714,,0.00021878
POLR3C,0.13801,,,0.99979,0.96841,,0.0020101,0.61009,0.66574,,0.37851,4.1131e-06,0.10769,0.57078,0.00096784,,0.01152,0.71205,,7.3662e-05
GPN1,0.99411,0.0018079,,0.8442,,,,,0.17234,0.0084252,,1.7823e-05,,,,0.45487,,0.021879,0.58147,0.0043262
CDIPT,0.51496,,,0.063942,,,,,0.99944,,,9.3504e-05,,,,,,0.439,,2.8968e-05
BCAS2,0.34874,,,0.8104,0.81893,,0.1141,0.72643,0.40169,,0.95647,9.4052e-05,0.40476,0.92515,0.030132,,0.21552,0.69081,,0.00035175
THOC5,0.2364,,,0.69615,,,,,0.53924,,,0.00084428,,,,,,0.19074,,0.023687
TUT1,0.34844,,,0.35944,,,,,0.73931,,,8.0342e-05,,,,,,0.32554,,1.1863e-05
RPL27,0.025852,,,0.94212,,,,,0.96786,,,0.0028887,,,,,,0.0071111,,0.00034403
POLD2,0.99918,3.1332e-06,,0.50041,0.88368,,0.00034247,0.59875,0.3375,3.1332e-06,0.99982,0.0041841,0.096005,0.1342,8.4376e-05,0.014209,0.0010075,0.67579,0.68204,0.00011118
RPF1,0.70073,,,0.11159,,,,,0.85256,,,0.00039074,,,,,,0.33596,,0.00093608
WDR12,0.37392,,,0.58701,,,,,0.95613,,,7.431e-05,,,,,,0.60822,,0.015448
SRP14,0.99385,,,0.19227,,,,,0.92588,,,5.7583e-06,,,,,,0.05169,,0.0010553
THOC3,0.13136,,,0.31607,,,,,0.96956,,,0.00022677,,,,,,0.028152,,3.6141e-05
TAF8,0.97658,,,0.24526,,,,,0.35151,,,0.00026187,,,,,,0.77155,,0.0022918
WDR1,0.45877,,,0.60451,,,,,0.99991,,,0.0024994,,,,,,0.301,,0.00074462
SKP1,0.73619,,,0.45945,,,,,0.99224,,,0.0068579,,,,,,0.2948,,0.0058777
TBCB,0.4595,0.0021651,,0.86727,,,,,0.53129,0.0090519,,7.9245e-05,,,,0.069222,,0.24624,0.72015,0.00039534
MEN1,0.12052,,,0.80108,,,,,0.59184,,,0.0087024,,,,,,0.60001,,0.00018071
STN1,0.76597,,,0.93516,,,,,0.98988,,,0.039759,,,,,,0.013152,,0.00069661
MAD2L1,0.94356,,,0.043597,,,,,0.75847,,,0.004347,,,,,,,,4.2762e-05
GEMIN2,0.38874,,,0.22457,,,,,0.6734,,,0.032505,,,,,,0.62554,,0.00038155
SEPTIN2,0.5884,,,0.041288,,,,,0.39213,,,0.79154,,,,,,0.2844,,0.86774
LIMS1,0.062792,,,0.79905,,,,,0.82453,,,0.00023006,,,,,,0.22233,,0.00019229
IGBP1,0.33507,,,0.50311,,,,,0.96194,,,5.676e-05,,,,,,0.026113,,9.0766e-05
GPX4,0.12441,,,0.72092,,,,,0.20445,,,0.0019937,,,,,,0.50825,,0.00027782
EXOC5,0.094704,,,0.11499,,,,,0.7539,,,0.00024651,,,,,,0.60364,,0.0042749
HMGCS1,0.65392,0.00031019,,0.041255,,,,,0.98712,0.00031019,,0.00064795,,,,0.5936,,0.72136,0.74282,0.056018
IMP4,0.95184,,,0.26561,,,,,0.79891,,,5.2099e-06,,,,,,0.02929,,0.0094803
JTB,0.17114,0.90604,,0.64764,,,,,0.36567,0.88719,,0.00057665,,,,0.15116,,0.003347,0.46415,0.00050239
NAA15,0.33732,,,0.32867,,,,,0.43889,,,0.0057986,,,,,,0.22437,,0.0088844
MRPS22,0.45354,,,0.57763,,,,,0.36596,,,0.16154,,,,,,0.72584,,0.0016076
SNRPD1,0.71188,,,0.92908,,,,,0.95424,,,1.2339e-05,,,,,,0.26419,,0.00019229
CHMP5,0.79178,,,0.51289,,,,,0.97767,,,7.7052e-05,,,,,,0.24521,,0.0017648
ILK,0.78102,,,0.7894,,,,,0.68,,,0.00072363,,,,,,0.57489,,0.0024893
NUDCD3,0.76589,,,0.48099,,,,,0.95442,,,0.00026241,,,,,,0.51194,,4.0555e-05
SMG8,0.39644,,,0.75371,,,,,0.99732,,,0.0060169,,,,,,0.61229,,0.020443
PCF11,0.61377,,,0.57956,,,,,0.94574,,,3.2082e-05,,,,,,0.46114,,0.00037824
TBL3,0.15913,,,0.96406,,,,,0.98931,,,0.00010996,,,,,,0.35247,,0.0003181
SLC7A6OS,0.13831,,,0.24972,,,,,0.81223,,,0.00046752,,,,,,0.2199,,0.0036409
UTP14A,0.94551,,,0.93616,,,,,0.98934,,,5.5115e-05,,,,,,0.11054,,0.00062433
KAT8,0.12235,,0.12089,0.23909,,0.99999,,,0.068028,,,0.00045052,,,,,,0.74241,,0.00013822
RPP40,0.85472,,,0.33355,,,,,0.53827,,,0.00034139,,,,,,0.17368,,0.0021919
PDRG1,0.24244,,,0.00062499,,,,,0.99643,,,5.7857e-05,,,,,,0.30482,,0.0028193
GTF2B,0.67568,,,0.21924,0.77553,,0.04126,0.25234,0.9692,,0.98921,6.8825e-05,0.078306,0.63886,0.0049385,,0.18666,0.15236,,0.00191
KTI12,0.88983,,,0.29935,,,,,0.89864,,,6.0051e-05,,,,,,0.40597,,0.00045825
POLR2I,0.91954,,,0.00054868,,,,,0.99971,,,7.2664e-05,,,,,,0.87169,,0.0014807
SNRPD2,0.14492,9.0864e-05,,0.94839,,,,,0.5839,5.3265e-05,,0.00036935,,,,0.4086,,0.27861,0.56733,6.0419e-05
SRRT,0.78303,,,0.96873,,,,,0.41996,,,0.00060791,,,,,,0.69624,,0.00055922
AKIRIN2,0.36827,,,0.30227,,,,,0.89987,,,0.00011325,,,,,,0.0056746,,0.00070544
GET1,0.15243,,,0.91577,,,,,0.44068,,,0.00017247,,,,,,0.33463,,0.00027671
PSMD8,0.22135,,,0.3471,,,,,0.20019,,,0.0019926,,,,,,0.95603,,0.0016319
DAD1,,,,0.4098,,,,,0.85866,,,0.00013134,,,,,,0.12474,,0.00060226
BCLAF1,0.89765,,,0.26644,,,,,0.36868,,,0.054568,,,,,,0.78127,,0.028784
MIS18BP1,0.49951,,,0.97467,,,,,0.9595,,,0.00015109,,,,,,0.025584,,0.00040583
CCNB1,0.60314,,,0.016573,,,,,0.32259,,,0.0015221,,,,,,0.0020238,,0.0075739
MECR,0.012452,,,0.94035,,,,,0.94467,,,0.023179,,,,,,0.19849,,0.00025354
FDXR,0.91857,,,0.53589,,,,,0.9997,,,0.0015073,,,,,,0.66109,,0.0014233
PSMD2,0.82516,,,0.94702,,,,,0.51836,,,9.0488e-06,,,,,,0.90915,,0.00068944
ALYREF,0.35716,,,0.99309,,,,,0.49997,,,0.00032438,,,,,,0.038364,,0.0020269
MMGT1,0.27045,,,0.54693,,,,,0.87714,,,0.27627,,,,,,0.60227,,0.00034955
TBCE,0.49872,,,0.37879,,,,,0.89631,,,7.3761e-05,,,,,,0.78245,,0.00064309
TFAM,0.17756,,,0.71083,,,,,0.96771,,,0.53436,,,,,,0.14883,,0.042807
ALG14,0.31405,,,0.87221,,,,,0.28291,,,0.00037868,,,,,,0.11156,,0.001916
SMARCA5,0.50872,,,0.74879,,,,,0.6771,,,0.00083166,,,,,,0.97926,,0.0036955
EXOSC2,0.99796,,,0.9653,,,,,0.9817,,,0.00041268,,,,,,0.18608,,0.0003032
AGO2,0.99941,,,0.17577,,,,,0.83025,,,0.021307,,,,,,0.75052,,0.0018294
NOL8,0.025269,,,0.15778,,,,,0.98951,,,9.5698e-05,,,,,,0.59033,,0.0027343
TUBGCP4,0.46556,,,0.33985,,,,,0.6479,,,4.0857e-05,,,,,,0.82052,,0.0028248
PFDN2,0.027694,,,0.5346,,,,,0.65804,,,0.0038589,,,,,,0.26248,,0.00047094
PAK2,0.50356,,,0.032777,,,,,0.30949,,,0.0034503,,,,,,0.82212,,0.029779
STUB1,0.91939,,,0.64369,,,,,0.4715,,,0.03108,,,,,,0.39031,,0.00082407
LAMTOR5,0.77046,,,0.92483,,,,,0.68235,,,0.0077361,,,,,,0.90272,,0.71138
TRAPPC3,0.029019,,,0.48838,,,,,0.47808,,,3.4276e-05,,,,,,0.18735,,0.00010401
ELAVL1,0.70458,0.24577,,0.65532,,,,,0.13157,0.16875,,0.0047901,,,,0.15026,,0.20843,0.30347,0.17337
UBL5,0.93717,5.9531e-05,,0.32773,,,,,0.99978,0.0020523,,1.2339e-05,,,,0.70429,,0.34167,0.93356,6.373e-05
GNA12,0.60422,,,0.47601,,,,,0.91175,,,0.0012666,,,,,,0.87032,,0.00030651
RBM8A,0.017086,,,0.97775,,,,,0.66945,,,0.022043,,,,,,0.25777,,0.00011008
ELP4,0.24614,,,0.96964,,,,,0.73154,,,3.0163e-06,,,,,,0.36578,,0.00016415
POLR3B,0.044815,,,0.88999,,,,,0.97805,,,8.3632e-05,,,,,,0.38912,,6.4833e-05
KRI1,0.554,,,0.057975,,,,,0.9635,,,0.0069283,,,,,,0.42622,,0.017915
C2orf49,0.74667,,,0.5554,,,,,0.90002,,,0.03467,,,,,,0.53168,,0.0080252
RPS9,0.1486,3.1332e-06,,0.90859,,,,,0.67511,3.1332e-06,,0.0015737,,,,0.861,,0.081451,0.65237,0.0009427
INTS6,0.18261,,,0.81253,,,,,0.77682,,,9.4052e-05,,,,,,0.99905,,0.0030185
SRSF3,0.47001,,,0.90105,,,,,0.54794,,,0.00031835,,,,,,0.81057,,0.095187
CTNNBL1,0.75583,,,0.62543,,,,,0.9987,,,0.00040665,,,,,,0.35147,,0.00057136
DDX24,0.24216,,,0.47872,,,,,0.94991,,,0.00066385,,,,,,0.066749,,0.0085075
AIFM1,0.0024151,,,0.69028,,,,,1.0,,,0.00013518,,,,,,0.072183,,0.002422
TINF2,0.2117,,,0.91454,,,,,0.88088,,,0.0038309,,,,,,0.22239,,0.00051729
CCT3,0.16428,5.9531e-05,,0.025274,,,,,0.071756,5.9531e-05,,8.2261e-07,,,,0.38933,,0.85071,0.81431,0.00033796
HUS1,0.051422,,,1.3724e-06,0.044486,,0.013704,0.13755,0.96458,,0.0071719,0.0012978,0.014934,0.077253,0.065729,,0.0074002,0.010332,,0.0070828
SMC1A,0.90079,,,0.47259,,,,,0.99318,,,3.9211e-05,,,,,,0.06437,,0.00011615
MRPL2,0.86938,,,0.97684,,,,,0.82189,,,0.36991,,,,,,0.29496,,0.097124
LEMD3,0.059437,,,0.56239,,,,,0.95348,,,0.19088,,,,,,0.9826,,0.00021933
PRIM1,0.023157,,,0.033775,0.46344,,0.1065,0.96646,0.29993,,0.70646,2.6598e-05,0.047146,0.78024,0.0094253,,0.00067997,0.048621,,0.00074296
PGK1,0.033448,,,0.97682,,,,,0.8857,,,0.00085305,,,,,,0.94941,,0.00021436
MARS1,0.98518,,,0.88607,,,,,0.71369,,,1.0146e-05,,,,,,0.74795,,0.00010125
RBM25,0.22826,,,0.25633,,,,,0.99707,,,0.00032493,,,,,,0.47528,,0.020074
SNRPF,0.065955,,,0.72775,,,,,0.98838,,,0.0024522,,,,,,,,0.0005206
PPWD1,0.70305,,,0.74265,,,,,0.42485,,,0.00088979,,,,,,0.34832,,0.00033686
EFTUD2,0.82551,0.00030392,,0.58582,,,,,0.84965,0.00059218,,9.2407e-05,,,,0.063138,,0.85048,0.87414,0.0013058
ORC3,0.70073,,,0.95752,,,,,1.0,,,0.020782,,,,,,0.11658,,0.0013758
RPP38,0.89602,,,0.7093,,,,,0.99994,,,0.0001297,,,,,,0.50355,,0.00037051
KIF18A,0.79043,0.0010183,,0.15083,,,,,0.99965,0.0037191,,0.0064134,,,,0.11009,,0.99301,0.6747,0.0012343
SAMM50,0.098354,,,0.34869,,,,,0.99085,,,5.2099e-06,,,,,,0.036547,,0.0016898
RACGAP1,0.72957,,,0.14348,,,,,0.68892,,,0.00013957,,,,,,0.15328,,5.4901e-05
TAF3,0.8225,,,0.28098,,,,,0.91755,,,0.0026063,,,,,,0.28617,,0.0060767
ZFC3H1,0.26628,,,0.46398,,,,,0.97811,,,0.00458,,,,,,0.8236,,0.033774
WDR83,0.65092,0.031429,,0.40128,,,,,0.70658,0.022587,,0.0049074,,,,0.96207,,0.0091092,0.58143,0.023676
ARF1,0.98229,0.058438,,0.61011,,,,,0.99509,0.033698,,0.0096408,,,,0.56276,,0.87001,0.24253,0.013406
POLR1E,0.70969,0.33728,,0.15616,,,,,0.66623,0.27229,,0.00026241,,,,0.79862,,0.058852,0.80359,0.0024032
RIOK1,0.27156,,,0.51091,,,,,0.99104,,,9.6246e-05,,,,,,0.14094,,1.407e-05
TNPO1,0.96279,0.01488,,0.75278,,,,,0.92467,0.082701,,0.00012367,,,,0.31419,,0.58449,0.96601,0.00012608
NCAPD3,0.78049,,,0.22292,,,,,0.98978,,,0.0041336,,,,,,0.0021902,,0.0079805
TUBGCP5,0.10773,,,0.81503,,,,,0.87432,,,0.0001127,,,,,,0.76138,,0.002678
PSMB5,0.35155,,,0.58661,,,,,0.85016,,,4.6615e-06,,,,,,0.91889,,0.00070323
MED4,0.40989,,,0.35832,,,,,0.99934,,,0.00033042,,,,,,0.45393,,0.0014481
RAB21,0.026467,0.91189,,0.40119,,,,,0.41336,0.92377,,0.0041693,,,,0.25199,,0.82649,0.61501,0.037329
YJU2,0.00046096,,,0.81949,,,,,0.96769,,,2.2211e-05,,,,,,0.44724,,1.3794e-06
NCBP2,0.3045,,,0.89182,,,,,0.80484,,,0.0052239,,,,,,0.1439,,0.0035564
CCNL1,0.71564,,,0.70682,,,,,0.99996,,,0.73579,,,,,,0.02556,,0.88319
CHMP6,0.32111,,,0.89566,,,,,0.27187,,,0.0040684,,,,,,0.15814,,8.8559e-05
POLR2J,0.82374,3.1332e-06,,0.34671,,,,,0.95225,3.4465e-05,,0.02858,,,,0.57387,,0.20836,0.86668,0.00013822
MRPL13,0.14948,,,0.82123,,,,,0.99105,,,0.11297,,,,,,0.02139,,0.19876
DDX49,0.31246,,,0.58821,,,,,0.95453,,,0.0011382,,,,,,0.046454,,0.002044
SMS,0.39709,,,0.85047,,,,,0.95853,,,0.40333,,,,,,0.29173,,0.0075518
XRN2,0.73523,,,0.12185,,,,,0.95681,,,0.00045271,,,,,,0.084686,,0.00039534
DHDDS,0.77593,0.00036659,,0.48843,,,,,0.85285,0.0014131,,8.2261e-07,,,,0.20526,,0.53967,0.81188,0.0026675
CLNS1A,0.16867,,,0.99907,,,,,0.48505,,,0.011509,,,,,,0.49432,,0.00012332
BRIX1,0.19692,0.0077547,,0.76739,,,,,0.98482,0.012649,,0.00013628,,,,0.086067,,0.22969,0.57483,0.0054269
SMG1,0.39823,,,0.28098,,,,,0.51206,,,0.0017667,,,,,,0.29776,,0.00035065
ATP5F1A,0.82347,0.0023781,,0.70685,,,,,0.43826,0.024398,,0.01423,,,,0.99449,,0.014015,0.86391,0.042406
HSPA8,0.70489,3.1332e-06,,0.64004,,,,,0.97584,3.1332e-06,,1.8372e-05,,,,0.87678,,0.475,0.98479,0.034877
SF3B1,0.71188,,,0.64995,,,,,0.44584,,,0.00066604,,,,,,0.85972,,0.06042
YAP1,0.99731,,,0.6393,,,,,0.90165,,,0.093938,,,,,,0.81675,,0.020301
DPM2,0.73957,,,0.10459,,,,,0.99436,,,0.033895,,,,,,0.42791,,0.0042445
PPP2R1A,,0.0001034,,0.84461,,,,,0.89816,2.1933e-05,,0.0043695,,,,0.10561,,0.20177,0.10641,0.0052664
VARS2,0.20306,,,0.60253,,,,,0.95234,,,0.011185,,,,,,0.6522,,0.071426
NDUFA13,0.38802,,,0.66158,,,,,0.60605,,,0.001515,,,,,,0.11774,,0.017071
RAD1,0.33133,,,0.014329,0.2881,,0.046352,0.72801,0.89699,,0.047087,0.00035948,0.17389,0.16073,0.031254,,0.052,0.10773,,0.0034466
POP1,0.71673,0.0010684,,0.28813,,,,,0.95849,0.00072377,,0.0011602,,,,0.88035,,0.28088,0.65611,0.0021858
RFT1,0.63637,,,0.79934,,,,,0.83017,,,1.4533e-05,,,,,,0.16346,,0.00042735
TEFM,0.29026,,,0.88237,,,,,0.68922,,,0.050068,,,,,,0.215,,0.0037534
SINHCAF,0.97275,,,0.74237,,,,,0.71566,,,0.0073725,,,,,,0.081553,,0.001591
PPP1R10,0.47507,,,0.40277,,,,,0.81485,,,0.2192,,,,,,0.58942,,0.0013102
PPFIA1,0.7185,,,0.99607,,,,,0.94654,,,0.19088,,,,,,0.99498,,0.03624
NOC2L,0.011022,,,0.84305,,,,,0.76819,,,9.7343e-05,,,,,,0.39013,,0.0015607
WDR55,0.32089,,,0.89652,,,,,0.94243,,,0.00060846,,,,,,0.3245,,0.004644
NUDT4,0.022614,,,0.27935,,,,,0.95081,,,0.049972,,,,,,0.89744,,0.0023817
STRIP1,0.88997,,,0.11317,,,,,0.7859,,,0.044274,,,,,,0.63628,,0.066705
UBE2I,0.41586,,,0.5098,0.6129,,0.26865,0.1997,0.98616,,0.86661,9.5972e-06,0.01152,0.85556,0.14613,,0.0015734,0.45117,,0.0013411
NUS1,0.90362,,,0.34443,,,,,0.14606,,,0.00048836,,,,,,0.74767,,0.0017759
WDR5,0.94264,,,0.68741,,,,,0.97557,,,5.2373e-05,,,,,,0.41787,,0.00012608
SART3,0.76847,,,0.060731,,,,,0.096344,,,0.00011928,,,,,,0.60759,,0.00081304
NUMA1,0.68024,0.60247,,0.39183,,,,,0.94134,0.60835,,0.042134,,,,0.12401,,0.54181,0.64645,0.0012682
PSMD14,0.18105,0.000141,,0.9244,,,,,0.5607,6.5798e-05,,0.00016918,,,,0.61887,,0.36569,0.68297,0.0017533
VPS45,0.63633,,,0.52107,,,,,0.91757,,,0.001028,,,,,,0.26666,,0.00059398
PSMD11,0.13814,,,0.26837,,,,,0.35414,,,8.4181e-05,,,,,,0.74282,,0.0063421
PDE7A,0.59955,,,0.69756,,,,,0.61455,,,0.00043132,,,,,,0.12258,,0.13293
CDCA5,0.63053,,,0.98475,,,,,0.99905,,,0.00016699,,,,,,0.00078128,,0.033887
KDSR,0.2108,0.99153,,0.14773,,,,,0.75758,0.88694,,0.00077902,,,,0.20867,,0.68068,0.00027276,0.00015532
POLR2A,,,0.74546,0.69194,,0.95802,,,0.7954,,,0.00039403,,,,,,0.75831,,0.02923
SF3B5,0.9224,1.5666e-05,,0.19503,,,,,0.66363,3.1332e-06,,0.000388,,,,0.33595,,0.63796,0.3855,0.0026742
ACTL6A,0.93008,,,0.014405,,,,,0.45656,,,0.0013241,,,,,,0.88459,,0.00024085
CENPC,0.042488,,,0.097722,,,,,0.4377,,,0.0018237,,,,,,0.30186,,0.011441
LTV1,0.97898,,,0.98691,,,,,0.69826,,,0.00017302,,,,,,0.83307,,0.00011946
POLR1H,0.85764,,,0.91443,,,,,0.98624,,,0.0032551,,,,,,0.25804,,0.011581
URM1,0.47319,,,0.87102,,,,,0.98832,,,0.00041926,,,,,,0.053168,,0.011483
DDX18,0.25565,,,0.3872,,,,,0.72465,,,0.00014231,,,,,,0.62635,,4.2762e-05
RRP7A,0.17622,,,0.90042,,,,,0.76502,,,0.00010776,,,,,,0.95815,,2.2623e-05
RPP21,0.84273,,,0.16801,,,,,0.77872,,,3.5921e-05,,,,,,0.4469,,0.00041135
LAS1L,0.80171,,,0.035482,0.87979,,0.023521,0.44937,0.84038,,0.8129,6.1148e-05,0.021367,0.9745,0.00047151,,0.038857,0.76282,,0.0019337
COPE,0.77376,0.17316,,0.26093,,,,,0.96255,0.12456,,0.0047599,,,,0.67048,,0.95855,0.55958,1.1863e-05
SLC35B1,0.76969,,,0.38143,,,,,0.9603,,,1.371e-06,,,,,,0.014171,,0.00038321
DSCC1,0.10351,,,0.24248,,,,,0.99701,,,0.0095777,,,,,,1.6305e-05,,0.037981
TGS1,0.59146,,,0.45266,,,,,0.93705,,,0.0007834,,,,,,0.60948,,0.0011507
TBL1XR1,0.79069,,,0.37985,,,,,0.088852,,,0.012925,,,,,,0.042586,,0.01894
ZNHIT2,0.060214,,,0.46455,,,,,0.073248,,,0.0002498,,,,,,0.97235,,6.3178e-05
TOMM22,0.67754,,,0.51756,,,,,0.17642,,,0.00018948,,,,,,0.023428,,0.029611
NAA38,0.71951,,,0.7129,,,,,0.86819,,,2.4404e-05,,,,,,0.6906,,3.7796e-05
ECT2,0.93005,,,0.87245,,,,,0.90386,,,0.0084315,,,,,,0.50885,,0.0030491
CDAN1,0.79953,,,0.23318,,,,,0.1558,,,0.0047276,,,,,,0.42836,,0.0083778
DDX41,0.17818,,,0.52474,,,,,0.89991,,,4.5244e-05,,,,,,0.93538,,0.00041521
PPP1R8,0.50186,0.012774,,0.51593,,,,,0.76553,0.0020585,,0.00058323,,,,0.43589,,0.014077,0.012419,0.011521
CTU2,0.55343,,,0.5881,,,,,0.41786,,,0.00059969,,,,,,,,0.00018898
RBSN,0.22958,,,0.80176,,,,,0.76287,,,0.0018276,,,,,,0.45832,,0.017779
STK11,0.058709,,,0.84013,,,,,0.80853,,,5.5115e-05,,,,,,0.83942,,0.0052377
PCSK7,0.99866,,,0.99892,,,,,0.15038,,,0.59454,,,,,,0.638,,0.020738
MAX,0.9887,0.05897,,0.50482,,,,,0.97079,0.07656,,0.40157,,,,0.15607,,0.18584,0.99692,0.02097
ZNHIT6,0.18022,0.23229,,0.83048,,,,,0.77156,0.070827,,0.00010118,,,,0.75607,,0.30042,0.038635,0.0019668
TTI2,0.53525,0.13634,,0.90306,,,,,0.89872,0.055167,,0.022242,,,,0.33409,,0.79796,0.57575,0.01018
MED14,0.80171,,,0.88198,,,,,0.51355,,,0.00011544,,,,,,0.52491,,0.014654
FAM50A,0.66068,,,0.27646,,,,,0.98196,,,1.2888e-05,,,,,,0.42501,,0.0052805
HNRNPD,0.5319,,,0.047496,,,,,0.20509,,,0.15674,,,,,,0.037978,,0.015336
IQGAP3,0.75221,,,0.27414,,,,,0.045155,,,0.21489,,,,,,0.93426,,0.091134
CDIN1,0.94618,,,0.40875,,,,,0.89818,,,0.15506,,,,,,0.17154,,0.010561
RANGAP1,0.16343,,,0.031454,,,,,0.3241,,,0.00011215,,,,,,0.89443,,0.0012589
SNRNP27,0.71745,0.099853,,0.57198,,,,,0.71981,0.046394,,0.0001105,,,,0.35163,,0.35714,0.79399,0.00059619
HSD17B10,0.47647,0.0010747,,0.9864,,,,,0.99231,0.0011311,,0.24315,,,,0.56541,,0.086213,0.95743,0.030903
AAAS,0.9986,0.78003,,0.017425,,,,,0.17705,0.51508,,0.0064934,,,,0.65807,,0.54545,0.54886,0.016567
