id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
THOC5,0.982092,,,0.999227,,,,,0.550661,,,0.01535,,,,,,0.995306,,0.283741
TUT1,0.994057,,,0.994214,,,,,0.937353,,,0.002907,,,,,,1.0,,0.002339
RPL27,0.938506,,,0.850525,,,,,0.721971,,,0.041195,,,,,,0.50721,,0.01502
POLD2,0.664035,9.7e-05,,0.999227,0.59467,,0.012118,0.999995,0.469344,0.000124,0.002283,0.055872,0.315444,0.64982,0.001617,0.534536,0.010299,1.0,0.7691,0.007917
RPF1,0.999956,,,0.980903,,,,,0.999991,,,0.008348,,,,,,1.0,,0.028399
WDR12,0.996056,,,0.999227,,,,,0.892108,,,0.002801,,,,,,1.0,,0.209202
SRP14,0.789771,,,0.99114,,,,,0.775468,,,0.000748,,,,,,0.856536,,0.030591
THOC3,0.974725,,,0.72367,,,,,0.527886,,,0.005718,,,,,,0.747099,,0.004267
TAF8,0.916149,,,0.999227,,,,,0.999759,,,0.006368,,,,,,0.982209,,0.051912
WDR1,0.99971,,,0.978813,,,,,0.055737,,,0.036597,,,,,,1.0,,0.024205
SKP1,0.973541,,,0.997076,,,,,0.469344,,,0.082984,,,,,,1.0,,0.099688
TBCB,0.995623,0.017453,,0.999227,,,,,1.0,0.058375,,0.002884,,,,0.939068,,1.0,0.999997,0.016072
MEN1,0.969001,,,0.999227,,,,,0.687041,,,0.099692,,,,,,1.0,,0.010393
STN1,0.99971,,,0.999227,,,,,0.574493,,,0.335428,,,,,,0.613202,,0.023321
MAD2L1,0.969064,,,0.979408,,,,,0.027979,,,0.057664,,,,,,,,0.004567
GEMIN2,0.998867,,,0.99114,,,,,0.999991,,,0.289796,,,,,,1.0,,0.015807
SEPTIN2,0.999956,,,0.977409,,,,,0.790674,,,0.84773,,,,,,1.0,,0.953328
LIMS1,0.975881,,,0.999227,,,,,1.0,,,0.005769,,,,,,1.0,,0.010783
IGBP1,0.992989,,,0.890986,,,,,0.999991,,,0.0024,,,,,,0.740048,,0.007175
GPX4,0.969623,,,0.72367,,,,,0.95479,,,0.030223,,,,,,1.0,,0.013197
EXOC5,0.969001,,,0.980903,,,,,0.894923,,,0.006072,,,,,,0.95846,,0.079821
HMGCS1,0.99971,0.003551,,0.999227,,,,,0.08716,0.003859,,0.012379,,,,0.999997,,1.0,0.270555,0.534677
IMP4,0.948534,,,0.99114,,,,,0.094391,,,0.000702,,,,,,0.756398,,0.14512
JTB,0.975311,0.999997,,0.999227,,,,,1.0,0.999997,,0.011378,,,,0.999997,,0.354019,0.999997,0.018899
NAA15,0.993498,,,0.99114,,,,,0.027256,,,0.072953,,,,,,1.0,,0.138146
MRPS22,0.912403,,,0.998528,,,,,1.0,,,0.928204,,,,,,0.946458,,0.040744
SNRPD1,0.999956,,,0.999227,,,,,0.91283,,,0.001087,,,,,,1.0,,0.010783
CHMP5,0.99971,,,0.998528,,,,,0.731345,,,0.002822,,,,,,1.0,,0.043145
ILK,0.999956,,,0.81435,,,,,1.0,,,0.01358,,,,,,1.0,,0.054789
NUDCD3,0.99971,,,0.999227,,,,,0.708394,,,0.006368,,,,,,1.0,,0.004492
SMG8,0.99971,,,0.999227,,,,,0.277468,,,0.075217,,,,,,0.875538,,0.256702
PCF11,0.99971,,,0.87016,,,,,0.953006,,,0.00197,,,,,,1.0,,0.015807
TBL3,0.975311,,,0.999227,,,,,0.19058,,,0.00353,,,,,,1.0,,0.014342
SLC7A6OS,0.975311,,,0.999227,,,,,0.880407,,,0.009537,,,,,,1.0,,0.071847
UTP14A,0.99971,,,0.999227,,,,,0.587565,,,0.002386,,,,,,0.952114,,0.021544
KAT8,0.969154,,0.776093,0.99114,,0.001185,,,0.850392,,,0.009317,,,,,,1.0,,0.00883
RPP40,0.999956,,,0.99114,,,,,1.0,,,0.007572,,,,,,0.984782,,0.050078
PDRG1,0.982821,,,0.604455,,,,,0.009636,,,0.002418,,,,,,1.0,,0.059587
GTF2B,0.99971,,,0.99114,0.999995,,0.179051,0.897734,0.813318,,0.158241,0.002684,0.281411,0.999995,0.037241,,0.543451,0.975423,,0.04552
KTI12,0.785156,,,0.999227,,,,,0.923881,,,0.002453,,,,,,1.0,,0.017837
POLR2I,0.939282,,,0.604455,,,,,0.101269,,,0.002762,,,,,,0.8018,,0.038229
SNRPD2,0.975311,0.00138,,0.87016,,,,,0.939741,0.001079,,0.008054,,,,0.999997,,1.0,0.999997,0.005611
SRRT,0.988636,,,0.991175,,,,,1.0,,,0.011799,,,,,,1.0,,0.020292
AKIRIN2,0.995835,,,0.99114,,,,,0.83111,,,0.00353,,,,,,0.462489,,0.023503
GET1,0.935506,,,0.999227,,,,,1.0,,,0.004675,,,,,,1.0,,0.013197
PSMD8,0.981295,,,0.991032,,,,,0.953603,,,0.030223,,,,,,1.0,,0.041009
DAD1,,,,0.890986,,,,,0.999991,,,0.003837,,,,,,0.959394,,0.021107
BCLAF1,0.945323,,,0.99114,,,,,1.0,,,0.437462,,,,,,1.0,,0.328562
MIS18BP1,0.974362,,,0.999227,,,,,0.999991,,,0.004242,,,,,,0.740048,,0.016328
CCNB1,0.999707,,,0.977409,,,,,0.99125,,,0.024708,,,,,,0.274715,,0.121504
MECR,0.896787,,,0.991032,,,,,0.874947,,,0.220601,,,,,,0.642088,,0.012492
FDXR,0.96838,,,0.999227,,,,,0.00165,,,0.024538,,,,,,0.308168,,0.037122
PSMD2,0.916933,,,0.999227,,,,,0.690243,,,0.00095,,,,,,0.96113,,0.023167
ALYREF,0.962555,,,0.845358,,,,,1.0,,,0.007339,,,,,,0.794466,,0.04742
MMGT1,0.987844,,,0.98936,,,,,0.653422,,,1.0,,,,,,1.0,,0.015125
TBCE,0.999956,,,0.994214,,,,,1.0,,,0.002792,,,,,,0.990132,,0.022064
TFAM,0.975311,,,0.882785,,,,,0.532805,,,1.0,,,,,,0.974263,,0.437179
ALG14,0.987882,,,0.999979,,,,,0.986752,,,0.008178,,,,,,0.952114,,0.045538
SMARCA5,0.999956,,,0.563575,,,,,0.999991,,,0.015213,,,,,,0.877415,,0.07271
EXOSC2,0.684047,,,0.978813,,,,,0.723499,,,0.008704,,,,,,0.991724,,0.013955
AGO2,0.679415,,,0.99114,,,,,0.999991,,,0.206594,,,,,,1.0,,0.044181
NOL8,0.937921,,,0.989391,,,,,0.582599,,,0.003242,,,,,,1.0,,0.05841
TUBGCP4,0.990958,,,0.999227,,,,,0.380215,,,0.002092,,,,,,0.767582,,0.059633
PFDN2,0.938506,,,0.998528,,,,,0.999991,,,0.052382,,,,,,1.0,,0.018134
PAK2,0.99971,,,0.977409,,,,,0.990479,,,0.047917,,,,,,1.0,,0.334394
STUB1,0.99971,,,0.999227,,,,,1.0,,,0.279439,,,,,,1.0,,0.025886
LAMTOR5,0.99971,,,0.999227,,,,,0.999991,,,0.09093,,,,,,1.0,,0.933061
TRAPPC3,0.938506,,,0.998528,,,,,1.0,,,0.002029,,,,,,0.991965,,0.007658
ELAVL1,0.99971,0.776624,,0.890986,,,,,0.912717,0.562508,,0.062064,,,,0.999997,,1.0,0.999997,1.0
UBL5,0.945323,0.00099,,0.99114,,,,,0.079583,0.017118,,0.001087,,,,0.954661,,1.0,0.328525,0.005718
GNA12,0.999956,,,0.998528,,,,,0.999991,,,0.021036,,,,,,0.463231,,0.013985
RBM8A,0.922237,,,0.882785,,,,,0.852876,,,0.21237,,,,,,1.0,,0.007901
ELP4,0.982852,,,0.999227,,,,,0.713644,,,0.000586,,,,,,0.935916,,0.009818
POLR3B,0.94463,,,0.5563,,,,,0.807807,,,0.003002,,,,,,0.978146,,0.005731
KRI1,0.99971,,,0.978539,,,,,0.953006,,,0.083445,,,,,,0.972683,,0.23345
C2orf49,0.999956,,,0.998528,,,,,0.999991,,,0.304443,,,,,,0.946156,,0.127172
RPS9,0.975311,9.7e-05,,0.810069,,,,,0.999991,0.000124,,0.025232,,,,0.649364,,0.92486,0.638036,0.028399
INTS6,0.975311,,,0.994168,,,,,1.0,,,0.00321,,,,,,0.283618,,0.062268
SRSF3,0.999956,,,0.978813,,,,,0.999991,,,0.007285,,,,,,0.950453,,0.759802
CTNNBL1,0.99971,,,0.999227,,,,,0.21595,,,0.008627,,,,,,1.0,,0.020546
DDX24,0.982821,,,0.978813,,,,,0.999991,,,0.012616,,,,,,0.894768,,0.133055
AIFM1,0.877537,,,0.999227,,,,,0.004361,,,0.003911,,,,,,0.901428,,0.053589
TINF2,0.981003,,,0.999227,,,,,0.999991,,,0.052159,,,,,,1.0,,0.019218
CCT3,0.975311,0.00099,,0.977409,,,,,0.85141,0.00112,,0.000399,,,,0.999997,,1.0,0.999997,0.014827
HUS1,0.94463,,,0.024752,0.295421,,0.090052,0.591324,0.174553,,0.15411,0.021516,0.082769,0.418077,0.274865,,0.040525,0.587537,,0.115962
SMC1A,0.99971,,,0.999227,,,,,0.189608,,,0.002092,,,,,,0.890323,,0.00811
MRPL2,0.670094,,,0.964977,,,,,0.999991,,,1.0,,,,,,1.0,,0.765728
LEMD3,0.952916,,,0.998528,,,,,0.999991,,,1.0,,,,,,0.935916,,0.011575
PRIM1,0.937921,,,0.977409,0.999995,,0.337852,0.655548,0.988665,,0.913342,0.001746,0.189714,0.999995,0.061802,,0.00782,0.844621,,0.024195
PGK1,0.94463,,,0.966779,,,,,0.999991,,,0.015463,,,,,,0.854754,,0.011414
MARS1,0.785156,,,0.999227,,,,,0.999991,,,0.001018,,,,,,0.982209,,0.007602
RBM25,0.981295,,,0.99114,,,,,0.288591,,,0.007342,,,,,,1.0,,0.253843
SNRPF,0.952916,,,0.999227,,,,,0.352103,,,0.036023,,,,,,,,0.019301
PPWD1,0.99971,,,0.999227,,,,,1.0,,,0.015969,,,,,,1.0,,0.014815
EFTUD2,0.877699,0.003531,,0.998528,,,,,0.999991,0.006498,,0.00321,,,,0.939068,,0.953875,0.999997,0.035023
ORC3,0.947177,,,0.999227,,,,,0.002298,,,0.202043,,,,,,0.95641,,0.036447
RPP38,0.994243,,,0.845358,,,,,0.04542,,,0.003824,,,,,,1.0,,0.01568
KIF18A,0.99971,0.009464,,0.989391,,,,,0.112324,0.028525,,0.078874,,,,0.999997,,0.760061,0.836468,0.034143
SAMM50,0.969001,,,0.882785,,,,,0.238527,,,0.000702,,,,,,0.788753,,0.041939
RACGAP1,0.98551,,,0.983859,,,,,0.949609,,,0.003981,,,,,,0.975423,,0.005296
TAF3,0.99971,,,0.99114,,,,,0.401886,,,0.03775,,,,,,1.0,,0.102481
ZFC3H1,0.987844,,,0.999227,,,,,0.941754,,,0.060006,,,,,,1.0,,0.368252
WDR83,0.99971,0.145692,,0.994214,,,,,0.999991,0.116248,,0.06333,,,,0.999997,,0.556223,0.999997,0.283741
ARF1,0.912403,0.245563,,0.999979,,,,,0.435527,0.156137,,0.107974,,,,0.999997,,1.0,0.999997,0.187929
POLR1E,0.992564,0.992358,,0.989391,,,,,0.999991,0.830546,,0.006368,,,,0.999997,,0.881382,0.999997,0.053337
RIOK1,0.987844,,,0.998528,,,,,0.544667,,,0.003242,,,,,,0.970201,,0.002547
TNPO1,0.785156,0.079829,,0.999979,,,,,0.999991,0.323436,,0.003684,,,,0.999997,,0.97856,0.999997,0.008348
NCAPD3,0.939773,,,0.99114,,,,,0.575892,,,0.055281,,,,,,0.283583,,0.126825
TUBGCP5,0.969001,,,0.999227,,,,,0.999991,,,0.00353,,,,,,1.0,,0.057481
PSMB5,0.994057,,,0.978813,,,,,0.999991,,,0.000679,,,,,,0.772716,,0.023499
MED4,0.99971,,,0.999227,,,,,0.107599,,,0.007401,,,,,,1.0,,0.037605
RAB21,0.938506,0.999997,,0.994214,,,,,1.0,0.999997,,0.055716,,,,0.999357,,0.903197,0.999997,0.394811
YJU2,0.845635,,,0.999227,,,,,0.012023,,,0.001585,,,,,,0.854754,,0.000806
NCBP2,0.99971,,,0.999227,,,,,1.0,,,0.066793,,,,,,0.970705,,0.070438
CCNL1,0.999956,,,0.999227,,,,,0.031652,,,1.0,,,,,,0.740048,,1.0
CHMP6,0.988747,,,0.999227,,,,,0.984854,,,0.054569,,,,,,0.977906,,0.007075
POLR2J,0.856386,9.7e-05,,0.999227,,,,,0.577282,0.000778,,0.260994,,,,0.999997,,1.0,0.843513,0.00883
MRPL13,0.98551,,,0.978813,,,,,0.544481,,,0.758212,,,,,,0.704989,,1.0
DDX49,0.987882,,,0.998528,,,,,0.18535,,,0.019368,,,,,,0.840151,,0.047758
SMS,0.892104,,,0.985696,,,,,0.520369,,,1.0,,,,,,1.0,,0.121504
XRN2,0.99971,,,0.980903,,,,,0.245834,,,0.009341,,,,,,0.928057,,0.016072
DHDDS,0.990958,0.00405,,0.998528,,,,,0.999991,0.012686,,0.000399,,,,0.999997,,1.0,0.082715,0.057481
CLNS1A,0.975311,,,0.651602,,,,,1.0,,,0.124953,,,,,,1.0,,0.008319
BRIX1,0.981003,0.047307,,0.999227,,,,,0.680684,0.075132,,0.003918,,,,0.974306,,1.0,0.999997,0.094545
SMG1,0.998894,,,0.99114,,,,,0.673066,,,0.027544,,,,,,0.969581,,0.015125
ATP5F1A,0.974362,0.019073,,0.999227,,,,,1.0,0.123556,,0.148937,,,,0.073157,,0.618336,0.018034,0.433823
HSPA8,0.664035,9.7e-05,,0.999227,,,,,0.999969,0.000124,,0.00143,,,,0.999997,,0.990138,0.7691,0.376777
SF3B1,0.916724,,,0.627413,,,,,1.0,,,0.012644,,,,,,0.980682,,0.561166
YAP1,0.785156,,,0.999227,,,,,0.992175,,,0.666915,,,,,,0.978778,,0.255637
DPM2,0.98551,,,0.980903,,,,,0.462802,,,0.298656,,,,,,1.0,,0.079586
PPP2R1A,,0.001541,,0.999227,,,,,0.846564,0.00063,,0.057792,,,,0.999997,,0.982209,0.945655,0.092647
VARS2,0.981003,,,0.999227,,,,,0.4966,,,0.122231,,,,,,1.0,,0.63638
NDUFA13,0.998085,,,0.933479,,,,,1.0,,,0.024641,,,,,,0.95641,,0.225735
RAD1,0.992322,,,0.999227,0.999995,,0.191599,0.999995,0.945959,,0.502435,0.007895,0.490728,0.746806,0.16525,,0.198404,0.952114,,0.06918
POP1,0.999956,0.009702,,0.99114,,,,,0.891384,0.007675,,0.01963,,,,0.999997,,1.0,0.999997,0.050078
RFT1,0.99971,,,0.999227,,,,,0.100985,,,0.001187,,,,,,0.978158,,0.016816
TEFM,0.987882,,,0.999227,,,,,0.999991,,,0.406624,,,,,,1.0,,0.073374
SINHCAF,0.785156,,,0.991175,,,,,0.999991,,,0.087511,,,,,,0.92486,,0.040438
PPP1R10,0.99971,,,0.999227,,,,,0.783955,,,1.0,,,,,,1.0,,0.035089
PPFIA1,0.999956,,,0.81435,,,,,0.999991,,,1.0,,,,,,0.492358,,0.387765
NOC2L,0.877537,,,0.999227,,,,,0.999991,,,0.003267,,,,,,1.0,,0.039836
WDR55,0.988747,,,0.999227,,,,,0.633414,,,0.011799,,,,,,0.224083,,0.085119
NUDT4,0.937921,,,0.999227,,,,,0.999991,,,0.40621,,,,,,0.292404,,0.053169
STRIP1,0.99971,,,0.980903,,,,,0.999991,,,0.366643,,,,,,1.0,,0.604523
UBE2I,0.999956,,,0.998528,0.999995,,0.671618,0.771939,0.594259,,0.695293,0.00099,0.064623,0.999995,0.528164,,0.014191,0.997767,,0.035757
NUS1,0.96838,,,0.993773,,,,,0.922252,,,0.009884,,,,,,1.0,,0.043337
WDR5,0.945323,,,0.999979,,,,,0.776802,,,0.002386,,,,,,1.0,,0.008348
SART3,0.99971,,,0.980903,,,,,0.886399,,,0.003583,,,,,,0.916099,,0.02564
NUMA1,0.943785,0.999997,,0.81435,,,,,0.871481,0.999997,,0.350735,,,,0.999997,,1.0,0.999997,0.034481
PSMD14,0.975311,0.001954,,0.890986,,,,,1.0,0.001195,,0.004628,,,,0.999997,,1.0,0.999997,0.04292
VPS45,0.997052,,,0.999227,,,,,0.998224,,,0.017897,,,,,,1.0,,0.021018
PSMD11,0.975311,,,0.99114,,,,,0.999759,,,0.003015,,,,,,1.0,,0.105698
PDE7A,0.99971,,,0.978813,,,,,0.999991,,,0.008982,,,,,,0.95641,,0.926565
CDCA5,0.99971,,,0.917272,,,,,0.148796,,,0.004589,,,,,,0.153792,,0.369201
KDSR,0.981003,0.999997,,0.989384,,,,,0.6558,0.999997,,0.014425,,,,0.999997,,1.0,0.011043,0.009416
POLR2A,,,0.975565,0.999227,,0.455964,,,0.999991,,,0.008389,,,,,,0.966988,,0.332724
SF3B5,0.939282,0.000399,,0.99114,,,,,0.999991,0.000124,,0.0083,,,,0.999997,,0.984382,0.999997,0.057481
ACTL6A,0.894067,,,0.969912,,,,,1.0,,,0.02187,,,,,,0.959403,,0.012204
CENPC,0.94463,,,0.980903,,,,,1.0,,,0.02819,,,,,,1.0,,0.166777
LTV1,0.887656,,,0.890986,,,,,0.999991,,,0.004683,,,,,,1.0,,0.008213
POLR1H,0.99971,,,0.999227,,,,,0.653612,,,0.045591,,,,,,1.0,,0.167857
URM1,0.99971,,,0.999227,,,,,0.610408,,,0.008771,,,,,,0.866598,,0.167108
DDX18,0.984922,,,0.98936,,,,,0.462802,,,0.004033,,,,,,1.0,,0.004567
RRP7A,0.975311,,,0.999227,,,,,0.999991,,,0.003493,,,,,,0.908082,,0.003235
RPP21,0.969064,,,0.99114,,,,,0.768803,,,0.002059,,,,,,1.0,,0.016461
LAS1L,0.999956,,,0.977409,0.999995,,0.121182,0.999995,0.444421,,0.41837,0.002486,0.105686,0.999995,0.006197,,0.15409,0.985201,,0.045867
COPE,0.99971,0.591461,,0.99114,,,,,0.002599,0.440284,,0.06178,,,,0.999997,,0.828731,0.999997,0.002339
SLC35B1,0.99971,,,0.994214,,,,,0.743629,,,0.000399,,,,,,0.619138,,0.015807
DSCC1,0.969001,,,0.99114,,,,,0.119097,,,0.107401,,,,,,0.007302,,0.3998
TGS1,0.950613,,,0.996928,,,,,0.167181,,,0.014491,,,,,,1.0,,0.032517
TBL1XR1,0.99971,,,0.999227,,,,,0.882313,,,0.137909,,,,,,0.821745,,0.242666
ZNHIT2,0.952916,,,0.997469,,,,,0.855581,,,0.006136,,,,,,0.894543,,0.005697
TOMM22,0.994653,,,0.998528,,,,,0.941025,,,0.004987,,,,,,0.732234,,0.333967
NAA38,0.99971,,,0.999227,,,,,0.316641,,,0.001644,,,,,,1.0,,0.004404
ECT2,0.640971,,,0.999227,,,,,0.412961,,,0.097205,,,,,,1.0,,0.062816
CDAN1,0.99971,,,0.999227,,,,,0.999991,,,0.061498,,,,,,0.767582,,0.131639
DDX41,0.975311,,,0.998528,,,,,0.998224,,,0.00222,,,,,,0.833015,,0.016483
PPP1R8,0.99971,0.070325,,0.999227,,,,,0.777934,0.017118,,0.011458,,,,0.999997,,0.619138,0.306389,0.167271
CTU2,0.99971,,,0.999227,,,,,0.104413,,,0.01169,,,,,,,,0.010695
RBSN,0.981295,,,0.999227,,,,,0.999991,,,0.028225,,,,,,1.0,,0.231857
STK11,0.952916,,,0.978813,,,,,0.261503,,,0.002386,,,,,,0.930783,,0.092233
PCSK7,0.718791,,,0.667604,,,,,0.999991,,,1.0,,,,,,0.991735,,0.259132
MAX,0.785156,0.247144,,0.999227,,,,,0.977655,0.304529,,0.8321,,,,0.999997,,0.991724,0.999997,0.261314
ZNHIT6,0.975311,0.743687,,0.999227,,,,,0.999991,0.289163,,0.003333,,,,0.999997,,1.0,0.685449,0.046315
TTI2,0.99971,0.48957,,0.999227,,,,,0.674132,0.233057,,0.21359,,,,0.999997,,0.941222,0.999997,0.15284
MED14,0.999956,,,0.999227,,,,,0.999991,,,0.003544,,,,,,1.0,,0.201744
FAM50A,0.999956,,,0.834644,,,,,0.721107,,,0.001124,,,,,,1.0,,0.092713
HNRNPD,0.999956,,,0.980903,,,,,0.95479,,,0.911633,,,,,,0.79013,,0.207932
IQGAP3,0.999956,,,0.99114,,,,,0.819923,,,1.0,,,,,,0.969581,,0.738623
CDIN1,0.99971,,,0.994214,,,,,0.874667,,,0.907264,,,,,,0.984329,,0.156224
RANGAP1,0.945323,,,0.977409,,,,,0.999991,,,0.00353,,,,,,1.0,,0.03448
SNRNP27,0.999956,0.385739,,0.958723,,,,,0.999991,0.19919,,0.00353,,,,0.999997,,0.946458,0.999997,0.021018
HSD17B10,0.728844,0.009703,,0.890986,,,,,0.515846,0.01033,,1.0,,,,0.999997,,0.929513,0.999997,0.344772
AAAS,0.707285,0.999997,,0.977409,,,,,0.941025,0.999997,,0.079534,,,,0.999997,,1.0,0.999997,0.221357
NUDC,0.935732,,,0.99114,,,,,0.720115,,,0.003915,,,,,,0.930783,,0.004267
PDCL,0.969001,,,0.998528,,,,,0.999991,,,0.004612,,,,,,0.885405,,0.080528
RNPS1,0.99971,,,0.999979,,,,,0.485213,,,0.019463,,,,,,0.95641,,0.034243
BRD4,0.975311,,0.964086,0.999227,,0.998571,,,0.6711,,,0.149485,,,,,,0.939247,,0.010695
CTDNEP1,0.938506,,,0.98936,,,,,0.237819,,,0.004987,,,,,,0.465391,,0.028399
AQR,0.981003,,,0.99114,,,,,0.999991,,,0.00503,,,,,,0.95641,,0.032037
INTS1,0.785156,0.000905,,0.999227,,,,,0.999991,0.00165,,0.002684,,,,0.999997,,0.733056,0.999997,0.018138
DDX47,0.969001,,,0.856765,,,,,0.949994,,,0.025198,,,,,,1.0,,0.065404
RICTOR,0.975311,,,0.882785,,,,,0.999991,,,0.075217,,,,,,1.0,,0.079389
NUP188,0.963502,,,0.99114,,,,,0.946566,,,0.0262,,,,,,0.944005,,0.380787
SAE1,0.999956,,,0.999227,,,,,0.336184,,,0.010523,,,,,,1.0,,0.04292
NUP50,0.969001,,,0.958033,,,,,0.844119,,,0.002386,,,,,,0.796648,,0.059921
ATP6V0B,0.999956,0.261352,,0.994214,,,,,0.900259,0.041674,,0.002386,,,,0.999997,,1.0,0.999997,0.063542
ELP2,0.99971,,,0.99114,,,,,0.68944,,,0.002689,,,,,,0.492358,,0.05954
CSTF3,0.99971,,,0.99114,,,,,0.519775,,,0.004268,,,,,,1.0,,0.04552
CDS2,0.945033,0.999997,,0.99114,,,,,0.419713,0.999997,,0.002386,,,,0.996559,,1.0,0.951509,0.02648
NUDT21,0.987882,,,0.975401,,,,,0.945959,,,0.002394,,,,,,1.0,,0.015807
ELL,0.94463,,,0.759416,,,,,0.811677,,,0.002029,,,,,,1.0,,0.034631
PPP6C,,0.000261,,0.999227,,,,,0.000381,0.000858,,0.019463,,,,0.999997,,0.920992,0.999997,0.005573
MGRN1,0.999956,,,0.999227,,,,,0.153391,,,1.0,,,,,,0.970705,,0.334349
ICMT,0.975311,0.054324,,0.999227,,,,,0.99792,0.161472,,1.0,,,,0.875076,,1.0,0.767275,0.011109
GAPDH,0.999956,,,0.999227,,,,,0.530352,,,0.001018,,,,,,0.966988,,0.025381
SENP6,0.975881,,,0.999227,,,,,1.0,,,0.080604,,,,,,1.0,,0.173662
DDX56,0.999956,,,0.998528,,,,,0.813941,,,0.001446,,,,,,0.960314,,0.009885
DDX55,0.973541,,,0.999979,,,,,0.874,,,0.007687,,,,,,1.0,,0.042369
RPL4,0.99971,,,0.989391,,,,,0.999991,,,0.03775,,,,,,0.848951,,0.218639
UBIAD1,0.99971,,,0.994214,,,,,1.0,,,0.609205,,,,,,1.0,,1.0
GFM1,0.99971,,,0.958723,,,,,0.067921,,,0.954502,,,,,,1.0,,1.0
MGAT1,0.999956,,,0.856765,,,,,0.928905,,,0.819596,,,,,,0.97617,,0.143738
CDK12,0.969001,,,0.991175,,,,,0.999991,,,0.322569,,,,,,0.969581,,1.0
OSBP,0.969001,,,0.999227,,,,,0.999991,,,0.00609,,,,,,1.0,,0.070438
PRMT1,0.945323,0.001739,0.9034,0.980903,,0.552819,,,0.624039,0.007019,,0.000748,,,,0.984014,,0.956282,0.999997,0.034534
DCTN4,0.981295,,,0.999227,,,,,1.0,,,0.043022,,,,,,1.0,,0.203231
RPA2,0.877537,,,0.999227,0.295421,,0.014514,0.267388,1.0,,0.70381,0.000793,0.247926,0.999995,0.000713,,0.015696,0.944005,,0.008401
CDH2,0.999956,,,0.999227,,,,,0.999991,,,0.017865,,,,,,1.0,,0.225847
MRPL3,0.679415,0.779039,,0.917272,,,,,0.999991,0.999997,,1.0,,,,0.999997,,1.0,0.999997,1.0
C18orf21,0.99971,,,0.972954,,,,,0.390761,,,0.004715,,,,,,0.972293,,0.005147
MCMBP,0.94463,0.035673,,0.759416,,,,,0.069853,0.009872,,0.002497,,,,0.939068,,0.744904,0.999997,0.595152
POLR3K,0.975311,,,0.971642,,,,,0.999969,,,0.002386,,,,,,1.0,,0.015125
PELP1,0.995835,,,0.999227,,,,,0.163799,,,0.091981,,,,,,0.948967,,0.040744
UBE3D,0.969154,,,0.998528,,,,,0.301126,,,1.0,,,,,,1.0,,0.657074
DPH2,0.892104,,,0.999227,,,,,0.999991,,,0.256614,,,,,,0.95641,,0.384312
LSM6,,,,0.845358,,,,,0.953454,,,0.015668,,,,,,,,0.009162
CDK9,0.96964,,0.964086,0.999227,,0.993655,,,0.999991,,,0.002092,,,,,,,,0.004418
DNTTIP2,0.979467,,,0.999227,,,,,1.0,,,0.003658,,,,,,0.73643,,0.027211
EIF4A1,0.73483,,,0.994137,,,,,0.000381,,,0.004651,,,,,,1.0,,0.024477
GET3,0.975311,,,0.99908,,,,,1.0,,,0.00903,,,,,,0.554781,,0.679526
MPHOSPH10,0.992564,,,0.64879,,,,,0.971364,,,0.002418,,,,,,1.0,,0.298485
GNB1,0.969001,0.49994,,0.999227,,,,,0.999991,0.810457,,0.002777,,,,0.872762,,0.773182,0.270314,0.010112
GTF2A2,0.678639,0.035531,,0.999227,,,,,0.998974,0.121007,,0.017618,,,,0.999997,,1.0,0.683704,0.020528
TPX2,0.945323,,,0.477202,,,,,0.8435,,,0.002394,,,,,,0.944005,,0.059865
TOP3A,0.99971,,,0.980903,0.999995,,0.452897,0.999995,0.268705,,0.695293,0.012677,0.023492,0.016895,0.21795,,0.01753,0.954759,,0.060231
PSMC1,0.947177,,,0.999227,,,,,0.836854,,,0.000399,,,,,,1.0,,0.226063
PFDN6,0.877537,,,0.999227,,,,,0.999991,,,0.015173,,,,,,0.57507,,0.058894
NOLC1,0.981003,0.09283,,0.999227,,,,,0.80941,0.081864,,0.005144,,,,0.999997,,1.0,0.999997,0.140275
