id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
RNF113A,0.44403,-1.0561,,-2.8503,,,,,-0.32029,-1.762,,-2.0894,,,,-0.17598,,-0.576,-0.77042,-1.036
EXOSC5,1.034,,,1.0128,,,,,1.3366,,,-2.7917,,,,,,0.55737,,-6.0339
VPS25,-2.6457,-3.6809,,0.57856,,,,,2.0403,-3.1151,,-1.7706,,,,-0.22248,,-1.5588,-0.23186,-2.718
CDK1,-0.85617,-4.2942,0.28112,0.5988,-0.5622,-4.2688,-1.2278,-1.2417,-0.8014,-3.9918,0.016981,-4.3253,-2.1993,0.014758,-1.4844,-0.066473,-1.0744,-0.56951,-0.59765,-4.4428
SLC25A28,-1.2617,,,0.43431,,,,,1.4984,,,-0.86327,,,,,,-0.29531,,-1.622
DGCR8,2.1635,,,-1.0951,,,,,1.2339,,,-1.3272,,,,,,-0.062594,,-3.2289
GTF3C5,0.56814,,,0.29246,,,,,0.92739,,,-1.2895,,,,,,0.66376,,-2.3107
RPN1,0.34505,,,-0.2318,,,,,-0.20516,,,-2.9599,,,,,,-0.31751,,-4.0916
ERCC6L,0.24596,,,0.11394,0.12842,,-0.0082697,-0.24714,1.8892,,0.034866,-0.63388,-0.18221,0.15172,-0.25339,,-0.36807,2.2273,,-4.338
HAUS3,,,,-0.10113,,,,,1.8542,,,-0.46908,,,,,,0.61205,,-1.0168
UQCRH,0.69316,,,-1.2323,,,,,0.34722,,,-0.79605,,,,,,-0.85163,,-1.6284
TUBG1,-0.13507,,,0.85999,,,,,2.0015,,,-0.76778,,,,,,-0.9185,,-4.6307
CDC123,0.096791,,,-0.33038,,,,,1.6041,,,-3.8524,,,,,,-0.37563,,-2.9676
SCAP,0.56424,,,1.4569,,,,,1.6918,,,-0.77198,,,,,,-0.50543,,-5.031
QARS1,0.2806,-3.0564,,0.43693,,,,,0.98681,-2.1664,,-1.8181,,,,-0.1052,,0.59984,0.71769,-2.7766
VPS29,-0.65849,,,0.30947,,,,,1.6762,,,-0.97747,,,,,,0.03919,,-2.1177
KRR1,0.19632,,,0.2407,,,,,0.87914,,,-1.9462,,,,,,0.13371,,-2.1709
HDAC3,0.98268,,-0.36246,-0.11884,,-0.59123,,,0.31632,,,-2.4795,,,,,,,,-4.7884
MDN1,-0.39321,,,0.97169,,,,,1.9347,,,-1.4023,,,,,,0.072898,,-3.658
PCBP1,1.1828,,,-0.28084,,,,,1.9416,,,-0.67811,,,,,,0.080542,,-1.6668
NUF2,-0.34778,,,0.095108,,,,,0.94536,,,-2.9879,,,,,,0.62425,,-5.6601
GEMIN5,-0.80339,-1.5315,,2.2801,,,,,3.1124,-1.7617,,-3.1302,,,,-0.012789,,-0.42885,-0.17711,-6.2779
TEDC1,1.6461,,,1.9293,,,,,0.048591,,,-0.21724,,,,,,-0.17633,,-1.4044
ILF3,3.1693,,,0.76642,,,,,0.77432,,,-1.6337,,,,,,-0.62351,,-2.121
SF3A1,0.37553,,,0.019633,,,,,1.4816,,,-1.935,,,,,,-0.34442,,-1.9376
NSMCE1,-0.78964,-0.83808,,-1.2424,-0.68758,,-0.67352,-0.69465,1.7791,-0.80317,0.17851,-0.37172,-1.8379,-0.18635,-0.5476,-0.2286,-1.4412,1.105,-0.099037,-3.4509
SYNCRIP,-0.026183,,,-0.37623,,,,,0.62585,,,0.0079018,,,,,,-0.97167,,-0.6972
EIF2B1,-0.14905,,,-0.37648,,,,,0.31524,,,-2.1761,,,,,,1.8448,,-6.479
SPC25,0.31117,-1.6049,,0.99448,,,,,1.7156,-1.7218,,-1.973,,,,0.10136,,-0.39218,0.12004,-3.4426
ANAPC1,0.073506,,,-1.0918,,,,,1.1209,,,-2.1831,,,,,,-1.1211,,-5.5374
MRPS11,-0.66466,,,2.7628,,,,,0.66893,,,-0.040378,,,,,,-0.36361,,-0.39649
XPOT,0.44803,,,1.3572,,,,,0.8398,,,-0.6987,,,,,,-0.18161,,-1.7165
SRP19,-0.55237,,,1.0587,,,,,1.8182,,,-4.2699,,,,,,-0.13755,,-4.4526
HYPK,-0.052088,,,1.9263,,,,,1.2503,,,-1.423,,,,,,-0.78297,,-2.6192
POLR3C,-1.1421,,,2.1485,0.29254,,-1.1759,-0.11344,-0.349,,-0.13619,-2.6763,-0.76008,-0.062763,-1.266,,-0.9277,0.24039,,-2.5536
GPN1,2.0365,-1.6189,,0.24411,,,,,-1.7853,-1.5585,,-4.3236,,,,-0.099943,,-2.1764,0.046921,-2.9791
CDIPT,-0.0036296,,,-1.6695,,,,,2.9286,,,-2.1336,,,,,,1.3383,,-5.2069
BCAS2,-0.37507,,,0.72771,0.20433,,-0.67888,0.11601,0.097836,,0.14614,-1.0832,-0.37198,0.25143,-0.84505,,-0.48304,0.032255,,-1.929
THOC5,-0.91957,,,0.38051,,,,,0.012283,,,-0.97298,,,,,,-0.87137,,-0.92946
TUT1,-0.48076,,,-0.47869,,,,,0.89052,,,-2.4285,,,,,,-0.013104,,-3.4707
RPL27,-3.2828,,,2.7004,,,,,1.6637,,,-3.0187,,,,,,-2.9289,,-4.5294
POLD2,3.9966,-2.7758,,0.65523,0.30577,,-1.2465,-0.082455,0.67804,-2.2013,0.52629,-1.886,-1.2381,-0.23709,-1.0693,-0.17416,-1.2406,-0.13245,0.23017,-2.8694
RPF1,-0.10614,,,-0.92066,,,,,0.2975,,,-1.7516,,,,,,-0.28368,,-2.2484
WDR12,-0.92501,,,0.3324,,,,,0.97667,,,-1.9057,,,,,,-0.15016,,-2.4416
SRP14,1.0391,,,-1.0729,,,,,1.1884,,,-2.5117,,,,,,-0.5656,,-4.044
THOC3,-1.414,,,1.3165,,,,,1.9008,,,-2.3323,,,,,,-1.7983,,-5.0545
TAF8,0.93799,,,0.36484,,,,,-0.0027708,,,-1.2122,,,,,,0.46506,,-2.112
WDR1,0.22017,,,0.18031,,,,,2.2693,,,-0.9524,,,,,,-0.3542,,-3.5262
SKP1,0.87374,,,-0.55316,,,,,1.2665,,,-1.7701,,,,,,-0.68097,,-2.0547
TBCB,0.91494,-2.181,,0.85683,,,,,-0.056438,-1.9314,,-2.7673,,,,-0.27014,,-0.80667,-0.14167,-2.7282
MEN1,-1.2898,,,0.027326,,,,,0.89672,,,-0.39878,,,,,,0.103,,-2.2246
STN1,0.25249,,,0.95858,,,,,0.99063,,,-0.52118,,,,,,-1.4965,,-2.1828
MAD2L1,1.3706,,,-2.3514,,,,,2.6433,,,-1.9913,,,,,,,,-5.3968
GEMIN2,-0.64674,,,-0.034957,,,,,0.058882,,,-1.0162,,,,,,0.060637,,-1.3169
SEPTIN2,-0.075509,,,-1.2412,,,,,0.65836,,,0.11756,,,,,,-0.24881,,0.37526
LIMS1,0.0026456,,,0.51391,,,,,-0.34102,,,-1.3223,,,,,,-0.61355,,-3.0476
IGBP1,-0.5653,,,1.7144,,,,,0.51862,,,-1.9531,,,,,,-0.7823,,-2.1767
GPX4,-0.88938,,,2.2258,,,,,-0.70536,,,-1.8912,,,,,,-0.17914,,-3.575
EXOC5,-0.74165,,,-1.149,,,,,0.77288,,,-0.78881,,,,,,0.5276,,-1.9485
HMGCS1,0.17451,-3.4655,,0.28427,,,,,2.3637,-3.1367,,-0.64935,,,,-0.010894,,-0.021889,0.27798,-1.2236
IMP4,0.44903,,,-0.61818,,,,,2.5429,,,-2.6285,,,,,,-2.5677,,-1.9421
JTB,-0.95731,0.17912,,1.0637,,,,,-0.21312,-0.1831,,-2.1042,,,,0.026086,,-1.4397,-0.047571,-2.2583
NAA15,-0.68519,,,-0.80295,,,,,2.4776,,,-1.2763,,,,,,-0.82171,,-2.085
MRPS22,0.72253,,,-0.32063,,,,,-0.32902,,,-0.19014,,,,,,0.16212,,-1.3886
SNRPD1,-0.018285,,,0.5006,,,,,0.79534,,,-2.5662,,,,,,-0.23568,,-6.0104
CHMP5,0.31184,,,-0.37798,,,,,1.1062,,,-1.2987,,,,,,-0.30955,,-2.1378
ILK,-0.11102,,,1.131,,,,,-0.11032,,,-1.2952,,,,,,-0.2969,,-2.5712
NUDCD3,0.58862,,,0.54703,,,,,1.5911,,,-1.6383,,,,,,-0.0021083,,-3.1286
SMG8,0.13531,,,0.39292,,,,,0.81849,,,-0.36845,,,,,,0.67849,,-0.84827
PCF11,0.68972,,,1.6631,,,,,0.80824,,,-1.9117,,,,,,-0.22525,,-3.2422
TBL3,-0.97004,,,0.58476,,,,,2.0235,,,-2.3363,,,,,,-0.13828,,-1.7104
SLC7A6OS,-0.50796,,,0.073534,,,,,1.3863,,,-2.5055,,,,,,-0.35332,,-2.0847
UTP14A,0.38031,,,0.66624,,,,,0.87736,,,-1.7551,,,,,,-0.56404,,-2.9627
KAT8,-0.63088,,-0.74224,-1.8708,,6.2098,,,-1.7118,,,-3.688,,,,,,0.29086,,-2.8413
RPP40,-0.025785,,,-0.29834,,,,,-0.013027,,,-1.9048,,,,,,-0.13279,,-3.8465
PDRG1,-0.48227,,,-5.9583,,,,,4.3555,,,-2.8982,,,,,,-0.49269,,-4.8583
GTF2B,0.40147,,,-1.5166,0.1507,,-1.2483,-0.31124,1.2686,,0.41399,-1.9596,-1.3749,-0.13121,-1.0499,,-0.69813,-1.3022,,-1.916
KTI12,1.5647,,,0.16963,,,,,1.1382,,,-2.1679,,,,,,0.20052,,-3.2118
POLR2I,1.8724,,,-1.3622,,,,,1.7418,,,-1.5453,,,,,,0.70139,,-3.0564
SNRPD2,-1.2084,-2.8061,,1.6544,,,,,0.81255,-2.7489,,-3.1031,,,,-0.1326,,-0.24423,0.11445,-7.1312
SRRT,0.77245,,,1.3589,,,,,-0.49646,,,-1.4611,,,,,,0.096161,,-3.1174
AKIRIN2,-0.44104,,,-0.1518,,,,,0.93102,,,-1.6116,,,,,,-0.77034,,-1.3342
GET1,0.91977,,,0.47969,,,,,-0.20183,,,-0.78062,,,,,,-0.29116,,-1.4631
PSMD8,-0.3725,,,0.40999,,,,,-0.80077,,,-1.7595,,,,,,0.51569,,-1.9154
DAD1,,,,0.58622,,,,,0.63145,,,-2.3462,,,,,,-0.53643,,-2.526
BCLAF1,1.3144,,,-0.35581,,,,,-0.2466,,,-0.44368,,,,,,-0.16778,,-1.2806
MIS18BP1,0.66581,,,0.89546,,,,,0.6055,,,-1.1095,,,,,,-1.2612,,-2.1114
CCNB1,0.68778,,,-1.0831,,,,,-0.17832,,,-0.40324,,,,,,-1.4477,,-1.0971
MECR,-1.069,,,1.1158,,,,,0.8658,,,-0.40141,,,,,,0.30717,,-2.2614
FDXR,0.58446,,,0.064463,,,,,3.4326,,,-0.71247,,,,,,0.048226,,-3.1772
PSMD2,0.25161,,,0.60279,,,,,0.96169,,,-1.6041,,,,,,1.0525,,-4.3576
ALYREF,1.1812,,,1.2369,,,,,-0.05386,,,-1.4255,,,,,,-0.88271,,-1.7583
MMGT1,-0.42808,,,0.86164,,,,,0.93402,,,-0.16736,,,,,,-0.27565,,-2.5316
TBCE,-0.0071406,,,-0.2424,,,,,-0.0066339,,,-2.0601,,,,,,0.13331,,-3.1069
TFAM,-1.2973,,,1.3951,,,,,1.0204,,,-0.058166,,,,,,-0.52866,,-0.79495
ALG14,-0.30108,,,-0.12861,,,,,-0.47699,,,-0.97856,,,,,,-0.55115,,-2.6344
SMARCA5,-0.055318,,,2.3281,,,,,0.61374,,,-0.96802,,,,,,0.48347,,-1.4447
EXOSC2,2.811,,,1.9611,,,,,1.1249,,,-2.7065,,,,,,-0.74912,,-3.1883
AGO2,1.0842,,,-0.03843,,,,,0.42724,,,-0.16414,,,,,,0.028049,,-1.2781
NOL8,-1.0265,,,-0.98396,,,,,0.9544,,,-0.93253,,,,,,-0.34204,,-1.9919
TUBGCP4,0.32445,,,0.41476,,,,,1.4131,,,-2.6844,,,,,,0.025833,,-2.025
PFDN2,-1.6392,,,-0.23728,,,,,0.031429,,,-1.2101,,,,,,-0.75719,,-3.3139
PAK2,0.36515,,,-1.4871,,,,,-0.30316,,,-0.37948,,,,,,0.02604,,-1.0621
STUB1,0.37603,,,0.39912,,,,,-0.21034,,,-0.26059,,,,,,-0.036684,,-1.8516
LAMTOR5,0.48066,,,0.65492,,,,,0.14282,,,-0.86977,,,,,,0.2146,,0.47296
TRAPPC3,-2.502,,,-0.21142,,,,,-0.4802,,,-3.0862,,,,,,-0.85842,,-3.7491
ELAVL1,0.39202,-0.798,,1.3713,,,,,-0.56921,-1.0644,,-0.90038,,,,-0.19892,,-0.68274,-0.24255,-0.61237
UBL5,1.4424,-2.5274,,-0.79907,,,,,2.8713,-2.5893,,-3.9679,,,,0.0019342,,-0.64132,0.54996,-4.8091
GNA12,-0.23498,,,-0.41599,,,,,0.49629,,,-0.47731,,,,,,0.73106,,-2.8076
RBM8A,-2.0059,,,1.5319,,,,,0.67431,,,-0.68308,,,,,,-0.90041,,-4.2751
ELP4,-0.76675,,,1.0308,,,,,1.0874,,,-2.4102,,,,,,0.025279,,-2.5876
POLR3B,-0.78516,,,2.7321,,,,,1.2296,,,-3.564,,,,,,0.20341,,-4.7122
KRI1,0.1261,,,1.3915,,,,,0.52985,,,-1.3201,,,,,,0.11519,,-2.7715
C2orf49,-0.15316,,,-0.12782,,,,,0.020192,,,-0.62496,,,,,,0.36695,,-0.75622
RPS9,-1.5126,-4.0539,,3.4152,,,,,0.14326,-3.8615,,-2.2232,,,,0.15183,,-1.0767,0.13775,-2.7412
INTS6,-0.41504,,,0.64773,,,,,-0.0064293,,,-3.3594,,,,,,0.8934,,-2.1226
SRSF3,-0.06109,,,1.1223,,,,,0.15995,,,-1.053,,,,,,0.5566,,-1.2422
CTNNBL1,0.013585,,,0.019138,,,,,1.6912,,,-1.1556,,,,,,-0.20346,,-2.7192
DDX24,-0.19563,,,0.64391,,,,,0.47337,,,-1.8587,,,,,,-0.85349,,-1.9861
AIFM1,-2.0162,,,0.80794,,,,,1.9042,,,-0.86229,,,,,,-0.46881,,-1.5908
TINF2,-0.93726,,,0.29476,,,,,0.78606,,,-1.5157,,,,,,-0.63371,,-3.0658
CCT3,-1.3223,-3.0815,,-0.85372,,,,,-1.8423,-3.0424,,-3.4955,,,,-0.14989,,0.31374,0.04404,-5.5094
HUS1,-1.1802,,,-4.696,-0.42765,,-0.72082,-0.6406,2.0379,,-0.46217,-0.82204,-1.3021,-0.25463,-0.55679,,-0.98396,-0.35271,,-1.0137
SMC1A,0.44905,,,0.0090647,,,,,2.4752,,,-2.3359,,,,,,-1.1584,,-3.7
MRPL2,1.4376,,,1.3227,,,,,0.13514,,,-0.11366,,,,,,-0.30436,,-1.1012
LEMD3,-0.80392,,,-0.1193,,,,,0.32715,,,-0.14371,,,,,,0.53208,,-1.7019
PRIM1,-1.6379,,,-0.27412,-0.39417,,-0.8142,0.28073,-0.5332,,0.052974,-2.3677,-1.2595,0.096091,-0.84784,,-2.367,-0.92021,,-3.8862
PGK1,-1.2296,,,0.67139,,,,,0.41167,,,-2.404,,,,,,1.6663,,-6.3437
MARS1,2.9027,,,0.96286,,,,,0.76516,,,-2.2973,,,,,,0.083936,,-4.4919
RBM25,-0.5062,,,-1.1123,,,,,1.118,,,-1.2617,,,,,,-0.48039,,-1.7114
SNRPF,-2.4077,,,1.0939,,,,,2.5685,,,-3.6196,,,,,,,,-6.198
PPWD1,0.1592,,,0.35769,,,,,-0.32805,,,-1.0339,,,,,,-0.59749,,-3.9467
EFTUD2,1.7126,-3.092,,-0.56526,,,,,0.70286,-2.889,,-3.2342,,,,-0.18831,,0.81436,0.18303,-3.0822
ORC3,0.1163,,,0.73253,,,,,1.8492,,,-0.60762,,,,,,-0.68457,,-1.8657
RPP38,0.79213,,,0.75017,,,,,1.4537,,,-1.4977,,,,,,-0.25584,,-3.1098
KIF18A,0.60289,-2.8357,,-0.22212,,,,,2.0215,-2.9324,,-0.75982,,,,0.08848,,0.53914,0.14431,-1.2979
SAMM50,-0.4027,,,1.0194,,,,,1.7686,,,-2.7287,,,,,,-1.0966,,-4.3485
RACGAP1,0.25733,,,-0.93752,,,,,0.54751,,,-1.7136,,,,,,-0.95597,,-4.3234
TAF3,0.028808,,,-0.64148,,,,,1.5288,,,-0.90433,,,,,,-0.49595,,-1.3744
ZFC3H1,-0.53602,,,0.28106,,,,,0.89807,,,-0.57426,,,,,,-0.012778,,-1.1706
WDR83,0.46003,-0.72974,,-0.35419,,,,,0.33434,-0.91658,,-0.53826,,,,0.05318,,-0.90157,-0.0041551,-1.3497
ARF1,1.1513,-1.0469,,-0.305,,,,,0.5898,-1.6333,,-0.5527,,,,0.061332,,0.085013,-0.020359,-1.7081
POLR1E,0.32913,-0.50776,,-1.2182,,,,,0.14257,-0.63046,,-1.1867,,,,0.002348,,-0.75722,-0.019375,-1.558
RIOK1,-0.95925,,,-0.32482,,,,,0.9635,,,-1.9866,,,,,,-0.40891,,-3.422
TNPO1,2.4675,-1.1231,,-0.13178,,,,,0.31537,-1.043,,-1.3953,,,,0.011176,,0.2441,0.032734,-3.5509
NCAPD3,1.4824,,,-0.31677,,,,,0.75101,,,-0.94943,,,,,,-2.0857,,-2.5263
TUBGCP5,-0.86684,,,0.37848,,,,,0.65045,,,-1.6032,,,,,,0.048499,,-2.6168
PSMB5,-0.65293,,,0.52185,,,,,0.4035,,,-1.9092,,,,,,1.0266,,-4.6262
MED4,0.091681,,,0.27058,,,,,2.9464,,,-2.0695,,,,,,-0.1975,,-3.0042
RAB21,-2.5271,0.024623,,-0.13055,,,,,-0.2446,-0.084948,,-0.42187,,,,0.006433,,0.26658,0.012551,-0.51166
YJU2,-0.42115,,,0.58989,,,,,2.5506,,,-2.3871,,,,,,0.80236,,-5.3567
NCBP2,0.13288,,,0.67438,,,,,-0.23002,,,-2.0682,,,,,,-0.35433,,-3.914
CCNL1,-0.27241,,,0.36017,,,,,1.3041,,,-0.0037767,,,,,,-0.51499,,0.010939
CHMP6,-0.50222,,,0.86031,,,,,-0.71239,,,-0.52341,,,,,,-0.8577,,-2.1146
POLR2J,1.7262,-4.8454,,0.03184,,,,,1.4017,-3.5321,,-0.48098,,,,-0.20651,,-0.71479,0.14202,-4.7013
MRPL13,0.89794,,,1.6018,,,,,0.52683,,,-0.31312,,,,,,-1.2368,,-0.62131
DDX49,-0.1786,,,-0.098087,,,,,2.3161,,,-2.9748,,,,,,-2.7045,,-5.4037
SMS,1.1626,,,1.1724,,,,,0.82299,,,-0.056781,,,,,,-0.35892,,-0.99329
XRN2,0.29824,,,-0.68919,,,,,1.8414,,,-2.0636,,,,,,-1.9203,,-5.1985
DHDDS,0.30575,-2.2655,,-0.46238,,,,,0.57841,-1.802,,-4.1975,,,,-0.12431,,0.021572,0.46497,-2.3155
CLNS1A,-0.91707,,,1.962,,,,,-0.10607,,,-2.0089,,,,,,-0.26809,,-3.7848
BRIX1,-0.39537,-2.2679,,0.56824,,,,,0.57754,-2.8197,,-1.8525,,,,-0.076949,,-0.25509,-0.10919,-3.4151
SMG1,-0.59678,,,-0.61384,,,,,0.93336,,,-1.4307,,,,,,0.048513,,-1.7395
ATP5F1A,1.1456,-0.84507,,0.58007,,,,,-0.14072,-0.78332,,-0.25075,,,,0.3808,,-0.78245,0.52008,-0.93888
HSPA8,1.4274,-3.2063,,0.65796,,,,,0.95404,-2.9102,,-1.3498,,,,0.071055,,0.23049,0.17554,-0.66912
SF3B1,1.3424,,,1.9419,,,,,-0.61382,,,-1.3208,,,,,,0.68812,,-2.5368
YAP1,1.9874,,,0.63524,,,,,0.50699,,,-0.32115,,,,,,0.25697,,-1.2936
DPM2,0.56144,,,-1.5336,,,,,0.78865,,,-0.39791,,,,,,-0.24165,,-1.2388
PPP2R1A,,-3.1026,,0.17193,,,,,0.65128,-3.1814,,-1.0636,,,,-0.061526,,0.58927,-0.46603,-2.2997
VARS2,-0.6994,,,0.014003,,,,,1.2189,,,-0.16553,,,,,,-0.19362,,-0.95118
NDUFA13,0.48216,,,1.9211,,,,,-0.16255,,,-0.68556,,,,,,-0.21743,,-1.1327
RAD1,-0.63575,,,0.024512,-0.5014,,-0.97729,0.026065,0.65924,,-0.26504,-0.77395,-1.7204,-0.22278,-0.74761,,-1.0894,-0.6678,,-1.626
POP1,-0.29896,-2.1689,,-0.90762,,,,,1.1188,-1.9679,,-1.1178,,,,0.050867,,-0.36461,-0.076585,-1.8228
RFT1,0.40601,,,0.43978,,,,,1.4731,,,-1.851,,,,,,-0.44543,,-3.2185
TEFM,-0.71089,,,0.24229,,,,,0.026067,,,-0.28661,,,,,,-0.46425,,-0.90872
SINHCAF,1.8722,,,1.1162,,,,,0.43079,,,-0.73942,,,,,,-0.79778,,-1.4547
PPP1R10,0.036375,,,0.37238,,,,,1.3405,,,-0.20072,,,,,,-0.028951,,-1.7819
PPFIA1,-0.20398,,,1.7168,,,,,0.32188,,,-0.24268,,,,,,0.91006,,-0.93186
NOC2L,-3.1221,,,0.010168,,,,,0.40718,,,-1.3372,,,,,,-0.029732,,-1.872
WDR55,-0.59012,,,0.26759,,,,,1.5943,,,-1.4819,,,,,,1.9402,,-4.7443
NUDT4,-1.3487,,,0.81645,,,,,0.16059,,,-0.27732,,,,,,0.52577,,-1.4489
STRIP1,0.53082,,,-1.2454,,,,,0.10066,,,-0.30655,,,,,,-0.22156,,-1.0484
UBE2I,-0.74884,,,-0.12293,0.09559,,-0.41353,-0.88001,1.4386,,0.13342,-3.4361,-1.4535,0.016912,-0.40782,,-1.5009,0.23058,,-3.9071
NUS1,0.27861,,,-0.51023,,,,,-1.0885,,,-2.3504,,,,,,-0.15308,,-2.5691
WDR5,0.58808,,,-0.010761,,,,,1.3434,,,-1.8879,,,,,,-0.10757,,-4.2136
SART3,0.15283,,,-0.54265,,,,,-1.5449,,,-2.6098,,,,,,0.36882,,-3.5748
NUMA1,1.0089,-0.12484,,1.4159,,,,,0.71332,-0.2741,,-0.60105,,,,0.049629,,-0.24979,-0.11701,-1.9554
PSMD14,-1.2899,-3.1161,,1.5856,,,,,-0.40795,-3.476,,-3.753,,,,0.044374,,-0.25171,-0.052117,-4.5001
VPS45,0.36463,,,0.24308,,,,,0.57086,,,-0.64786,,,,,,-0.17667,,-2.2322
PSMD11,-0.43154,,,-0.99169,,,,,-0.53459,,,-2.183,,,,,,0.25807,,-3.712
PDE7A,0.12758,,,1.1473,,,,,0.48624,,,-1.0092,,,,,,-0.81482,,-0.57319
CDCA5,0.40532,,,0.73182,,,,,1.7201,,,-1.2259,,,,,,-1.5072,,-1.3367
KDSR,-0.99178,0.026739,,-0.36996,,,,,1.5629,-0.27599,,-0.83545,,,,-0.10743,,0.31011,-0.39716,-3.1404
POLR2A,,,0.018484,0.051353,,0.60251,,,0.1701,,,-1.0023,,,,,,0.51597,,-2.4006
SF3B5,1.4129,-4.3797,,-0.56598,,,,,0.41583,-3.8787,,-2.0535,,,,-0.12408,,0.52696,-0.35281,-3.2257
ACTL6A,0.91332,,,-2.7917,,,,,-0.53168,,,-2.7403,,,,,,0.64786,,-4.1462
CENPC,-1.3047,,,-0.13859,,,,,-0.36501,,,-1.5888,,,,,,-0.42022,,-2.3756
LTV1,1.8383,,,0.94929,,,,,0.58333,,,-1.4495,,,,,,0.21895,,-4.839
POLR1H,0.044284,,,0.26747,,,,,0.87984,,,-1.1239,,,,,,-0.23098,,-1.0363
URM1,0.20234,,,0.10552,,,,,0.95865,,,-1.7425,,,,,,-2.2692,,-2.6861
DDX18,-1.1498,,,0.72138,,,,,1.4003,,,-1.8187,,,,,,0.25695,,-5.4389
RRP7A,-0.73001,,,0.64207,,,,,0.1914,,,-1.6884,,,,,,0.75288,,-4.2279
RPP21,1.0619,,,-0.056505,,,,,1.4213,,,-2.6199,,,,,,-0.091356,,-3.6787
LAS1L,-0.024311,,,-0.74635,0.11504,,-0.80261,-0.32937,0.49274,,0.27964,-1.986,-0.96401,0.069922,-1.0946,,-1.1714,0.61435,,-6.4787
COPE,0.25204,-0.78668,,-0.92044,,,,,3.1668,-0.86209,,-1.5079,,,,-0.033336,,1.7301,-0.002445,-6.6022
SLC35B1,0.29778,,,-0.0055215,,,,,1.088,,,-3.1362,,,,,,-3.4186,,-4.6035
DSCC1,-1.1543,,,-0.6875,,,,,1.9849,,,-0.6732,,,,,,-3.6915,,-1.0923
TGS1,0.7593,,,-0.040065,,,,,1.4693,,,-1.692,,,,,,-0.037477,,-1.8255
TBL1XR1,0.28251,,,0.62937,,,,,-0.90103,,,-1.0243,,,,,,-0.99115,,-2.4775
ZNHIT2,-1.8752,,,-0.59771,,,,,-1.0554,,,-1.4949,,,,,,0.60165,,-3.3077
TOMM22,0.65238,,,-0.19068,,,,,-0.4371,,,-1.1097,,,,,,-0.78405,,-1.5529
NAA38,0.10955,,,0.90667,,,,,1.3914,,,-2.1432,,,,,,0.4942,,-4.3911
ECT2,0.77321,,,0.27771,,,,,1.5066,,,-1.207,,,,,,0.13977,,-2.2051
CDAN1,0.068264,,,1.041,,,,,0.27087,,,-1.5686,,,,,,0.98335,,-3.8455
DDX41,-0.37482,,,-0.18036,,,,,0.56595,,,-1.3801,,,,,,0.89119,,-2.1264
PPP1R8,0.0013058,-1.8495,,0.044725,,,,,1.2309,-2.2471,,-1.1344,,,,-0.15684,,-1.1738,-0.32838,-1.4948
CTU2,0.19814,,,0.073095,,,,,2.0774,,,-1.5067,,,,,,,,-5.6744
RBSN,-0.61759,,,0.40008,,,,,0.66394,,,-1.2321,,,,,,-0.26352,,-1.2503
STK11,-1.9343,,,1.2499,,,,,1.9371,,,-1.4228,,,,,,0.5209,,-2.3204
PCSK7,1.1907,,,1.2918,,,,,0.42268,,,-0.029213,,,,,,0.1885,,-0.99183
MAX,0.93832,-1.3265,,0.2263,,,,,0.62071,-0.71389,,0.037361,,,,-0.012572,,-0.35622,0.17857,-2.0609
ZNHIT6,-0.54417,-0.65232,,0.47284,,,,,0.09981,-1.0081,,-1.8449,,,,0.040709,,-0.20686,-0.47239,-3.7208
TTI2,0.19615,-0.98787,,0.07712,,,,,1.0063,-1.5974,,-0.69161,,,,0.068822,,0.64181,-0.011059,-1.6946
MED14,-0.13325,,,0.62358,,,,,0.018451,,,-4.0881,,,,,,0.01621,,-3.2212
FAM50A,-0.0046753,,,1.3635,,,,,0.80924,,,-1.7032,,,,,,-0.3985,,-1.8847
HNRNPD,-0.05403,,,-1.6789,,,,,-0.33861,,,-0.19715,,,,,,-0.32861,,-0.44899
IQGAP3,-0.15365,,,-0.70902,,,,,-0.79693,,,-0.18276,,,,,,0.22198,,-0.62261
